Title_ID,Titles,Categories,Date_Added,Ratings,Description
tid2770,Imperfect,Movie,2018-12-20,TV-MA,"After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble."
tid2771,Lang Tong,Movie,2018-12-20,TV-MA,"After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister."
tid2772,Miss J Contemplates Her Choice,Movie,2018-12-20,TV-MA,The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.
tid2773,Ascharyachakit!,Movie,2018-12-19,TV-MA,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer."
tid2774,Ellen DeGeneres: Relatable,TV Show,2018-12-18,TV-MA,"In her first special since 2003, Ellen revisits her road to stardom and details the heartfelt – and hilarious – lessons she's learned along the way."
tid2775,Lilli,Movie,2018-12-17,TV-MA,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang."
tid2776,Prince of Peoria: A Christmas Moose Miracle,Movie,2018-12-17,TV-G,"Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day."
tid2777,Andhadhun,Movie,2018-12-16,TV-14,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
tid2778,Dragons: Dawn of the Dragon Racers,Movie,2018-12-16,TV-PG,"The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition."
tid2779,Kill the Messenger,Movie,2018-12-16,R,"In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation."
tid2780,Maps to the Stars,Movie,2018-12-16,R,A showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of Hollywood.
tid2781,Springsteen on Broadway,Movie,2018-12-16,TV-MA,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.
tid2782,The Theory of Everything,Movie,2018-12-16,PG-13,"As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane."
tid2783,F.R.E.D.I.,Movie,2018-12-15,TV-PG,"Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme."
tid2784,Kita Kita,Movie,2018-12-15,TV-14,"When a tour guide in Japan goes blind after seeing her fiancé’s infidelity, she befriends a fellow Filipino keen to coax her out of the darkness."
tid2785,Once in a Lifetime Sessions with Kasabian,Movie,2018-12-15,TV-MA,"Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together."
tid2786,Once in a Lifetime Sessions with Snow Patrol,Movie,2018-12-15,TV-MA,"In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band."
tid2787,Sad Hill Unearthed,Movie,2018-12-15,TV-14,"An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed."
tid2788,Vanjagar Ulagam,Movie,2018-12-15,TV-MA,Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.
tid2789,ROMA,Movie,2018-12-14,R,"Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s."
tid2790,"Out of Many, One",Movie,2018-12-12,TV-PG,"In this documentary short, a diverse group of men and women discuss their personal journeys as they prepare for the U.S. citizenship test."
tid2791,Vir Das: Losing It,Movie,2018-12-11,TV-MA,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special."
tid2792,5 Star Christmas,Movie,2018-12-07,TV-14,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy."
tid2793,Dumplin',Movie,2018-12-07,PG-13,"To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom."
tid2794,Free Rein: The Twelve Neighs of Christmas,Movie,2018-12-07,TV-G,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia."
tid2795,Mowgli: Legend of the Jungle,Movie,2018-12-07,PG-13,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.
tid2796,Pine Gap,TV Show,2018-12-07,TV-MA,"At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other."
tid2797,ReMastered: Who Killed Jam Master Jay?,Movie,2018-12-07,TV-MA,Run-DMC DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.
tid2798,Super Monsters and the Wish Star,Movie,2018-12-07,TV-Y,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once!"
tid2799,The American Meme,Movie,2018-12-07,TV-MA,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame."
tid2800,RUSSELL BRAND: RE:BIRTH,Movie,2018-12-04,TV-MA,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.
tid2801,Teefa in Trouble,Movie,2018-12-02,TV-14,"A gangster hires goon Teefa to abduct his friend’s daughter for an arranged marriage, but things get tricky when Teefa develops feelings for the girl."
tid2802,A Beautiful Life,Movie,2018-12-01,TV-14,"After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives."
tid2803,Accident,Movie,2018-12-01,TV-MA,A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.
tid2804,"Ayotzinapa, el paso de la tortuga",Movie,2018-12-01,TV-MA,"Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families."
tid2805,Battle,Movie,2018-12-01,TV-MA,"After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael."
tid2806,Blind Detective,Movie,2018-12-01,TV-MA,"When a cop loses his vision, his detecting skills stay sharp. Luckily, a rookie officer recognizes his extraordinary powers of deduction."
tid2807,Break Up 100,Movie,2018-12-01,TV-14,"After their 99th breakup, a career woman and her carefree partner open a cafe where customers can put up souvenirs of past relationships."
tid2808,Chal Bhaag,Movie,2018-12-01,TV-14,Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.
tid2809,Crossroads: One Two Jaga,Movie,2018-12-01,TV-14,"In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  – at a heavy price."
tid2810,Don't Go Breaking My Heart,Movie,2018-12-01,TV-PG,"A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss."
tid2811,Don't Go Breaking My Heart 2,Movie,2018-12-01,TV-14,"Zixin is about to marry Qihong, but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers' paradise."
tid2812,Faraar,Movie,2018-12-01,TV-14,"When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence."
tid2813,Helios,Movie,2018-12-01,TV-14,"When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device."
tid2814,Line Walker,Movie,2018-12-01,TV-MA,A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.
tid2815,Look for a Star,Movie,2018-12-01,TV-14,"While keeping his identity secret, a real estate billionaire tries to woo an outspoken croupier who talks gamblers out of losing their money."
tid2816,Once a Gangster,Movie,2018-12-01,TV-MA,"Two former triads are tapped to run in an election for leader of the underworld, but both want normal lives. Each must outwit the other to lose."
tid2817,Power Paandi,Movie,2018-12-01,TV-MA,"Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love."
tid2818,SDU: Sex Duties Unit,Movie,2018-12-01,TV-MA,Four man-children in an elite tactical unit gallivant around Macau for a weekend of debauchery that gets them in trouble with the law.
tid2819,Set Off,Movie,2018-12-01,TV-MA,"When a restaurant owner in Cyprus returns to Beijing to sign divorce papers, a drunk woman he encounters triggers a string of mishaps."
tid2820,A Christmas Prince: The Royal Wedding,Movie,2018-11-30,TV-PG,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol."
tid2821,Angela's Christmas,Movie,2018-11-30,TV-Y,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.
tid2822,El club de los insomnes,Movie,2018-11-30,TV-MA,"An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart."
tid2823,Happy as Lazzaro,Movie,2018-11-30,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."
tid2824,Manto,Movie,2018-11-30,TV-MA,The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.
tid2825,Rajma Chawal,Movie,2018-11-30,TV-MA,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman."
tid2826,The World Is Yours,Movie,2018-11-30,TV-MA,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother."
tid2827,Time Share,Movie,2018-11-30,TV-MA,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.
tid2828,My Little Pony Friendship Is Magic: Best Gift Ever,Movie,2018-11-25,TV-Y,"The ponies get in the spirit of the holidays by drawing names for a gift exchange, then race around Equestria in search of the perfect presents."
