Show_ID,Type,Title,Category,Date_Added,Rating,Director,Description
s299,Movie,Quam's Money,"Comedies, Dramas, International Movies",2021-08-06,TV-MA,Kayode Kasum,"In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud."
s300,Movie,The Swarm,"Horror Movies, Independent Movies, International Movies",2021-08-06,TV-14,Just Philippot,"A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood."
s301,Movie,Vivo,"Children & Family Movies, Music & Musicals",2021-08-06,PG,"Kirk DeMicco, Brandon Jeffords",A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.
s302,Movie,Chennai Express,"Action & Adventure, Comedies, International Movies",2021-08-05,TV-14,Rohit Shetty,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.
s304,Movie,Esperando la carroza,"Comedies, Cult Movies, International Movies",2021-08-05,TV-MA,Alejandro Doria,Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?
s305,Movie,Lady Boss: The Jackie Collins Story,Documentaries,2021-08-05,TV-14,Laura Fairrie,"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles."
s306,Movie,Tango Feroz,"Classic Movies, Dramas, International Movies",2021-08-05,TV-MA,Marcelo Piñeyro,"One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair."
s307,Movie,'76,"Dramas, International Movies",2021-08-04,TV-PG,Izu Ojukwu,"When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events."
s308,Movie,Aftermath,Horror Movies,2021-08-04,TV-MA,Peter Winther,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history."
s309,Movie,American Masters: Inventing David Geffen,Movies,2021-08-04,TV-MA,Susan Lacy,"The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America."
s315,Movie,Heavy,"Dramas, Independent Movies, Romantic Movies",2021-08-03,R,James Mangold,Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.
s316,Movie,Ije: The Journey,"Dramas, International Movies",2021-08-03,TV-MA,Chineze Anyaene,"When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom."
s317,TV Show,Office Girls,"International TV Shows, Romantic TV Shows, TV Comedies",2021-08-03,TV-14,Hsu Fu-chun,"A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live."
s326,Movie,Beethoven,"Children & Family Movies, Comedies",2021-08-01,PG,Brian Levant,"A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction."
s327,Movie,Beethoven's 2nd,"Children & Family Movies, Comedies",2021-08-01,PG,Rod Daniel,"After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies."
s328,Movie,Beowulf,"Action & Adventure, Sci-Fi & Fantasy",2021-08-01,PG-13,Robert Zemeckis,This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.
s329,Movie,Boyka: Undisputed,Action & Adventure,2021-08-01,R,Todor Chapkanov,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.
s330,Movie,Catch Me If You Can,Dramas,2021-08-01,PG-13,Steven Spielberg,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit."
s331,Movie,Cloudy with a Chance of Meatballs,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2021-08-01,PG,"Phil Lord, Christopher Miller","When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow."
s333,Movie,Deep Blue Sea,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2021-08-01,R,Renny Harlin,Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence.
s334,Movie,Ferris Bueller's Day Off,"Classic Movies, Comedies, Cult Movies",2021-08-01,PG-13,John Hughes,"After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend."
s335,Movie,Five Feet Apart,"Dramas, Romantic Movies",2021-08-01,PG-13,Justin Baldoni,A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.
s336,Movie,Freedomland,"Dramas, Thrillers",2021-08-01,R,Joe Roth,"When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details."
s338,Movie,Good Luck Chuck,"Comedies, Romantic Movies",2021-08-01,R,Mark Helfrich,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right."
s341,Movie,Inception,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",2021-08-01,PG-13,Christopher Nolan,A troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious.
s342,Movie,Magnolia,"Dramas, Independent Movies",2021-08-01,R,Paul Thomas Anderson,"Through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in California."
s343,Movie,Major Payne,Comedies,2021-08-01,PG-13,Nick Castle,A hardened Marine is given his marching orders and must now lead a disorderly group of mismatched cadets into a junior ROTC competition.
s344,Movie,My Girl,Dramas,2021-08-01,PG-13,Howard Zieff,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.
s345,Movie,My Girl 2,"Children & Family Movies, Comedies, Dramas",2021-08-01,PG,Howard Zieff,A teen makes surprising discoveries when she talks to her dead mother's high school friends for an essay about someone she admires but has never met.
s346,Movie,Open Season: Scared Silly,"Children & Family Movies, Comedies",2021-08-01,PG,David Feiss,"When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear."
s347,Movie,Pineapple Express,"Action & Adventure, Comedies",2021-08-01,R,David Gordon Green,"After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them."
s348,Movie,Planet 51,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2021-08-01,PG,Jorge Blanco,"After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely."
s349,Movie,Poms,Comedies,2021-08-01,PG-13,Zara Hayes,"After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors."
s350,Movie,Seabiscuit,"Dramas, Sports Movies",2021-08-01,PG-13,Gary Ross,An ungainly-looking colt becomes a winning thoroughbred in this Depression-era drama based on the true story of champion racehorse Seabiscuit.
s351,Movie,Space Cowboys,"Action & Adventure, Dramas, Sci-Fi & Fantasy",2021-08-01,PG-13,Clint Eastwood,A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.
s352,Movie,Team America: World Police,"Action & Adventure, Comedies, Cult Movies",2021-08-01,R,Trey Parker,"In this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet."
s353,Movie,The Edge of Seventeen,"Comedies, Dramas",2021-08-01,R,Kelly Fremon Craig,A troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother.
s354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,Horror Movies,2021-08-01,R,Tom Elkins,A couple's Georgia dream home becomes a living nightmare when their daughter begins to have frightening visions from the property's terrible past.
s355,Movie,The Last Boy Scout,"Action & Adventure, Comedies",2021-08-01,R,Tony Scott,Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.
s356,Movie,The Lincoln Lawyer,"Dramas, Thrillers",2021-08-01,R,Brad Furman,A street-wise defense lawyer who operates out of the back seat of his Lincoln lands a high-profile case that soon puts him and his family in danger.
s357,Movie,The Losers,Action & Adventure,2021-08-01,PG-13,Sylvain White,"After a search-and-destroy mission leads to betrayal, an elite black ops squad seeks revenge. But they must remain deep undercover to even the score."
s358,Movie,The Machinist,"Dramas, Independent Movies, Thrillers",2021-08-01,R,Brad Anderson,"Haunted and gaunt after a prolonged bout of insomnia, factory worker Trevor Reznik begins to question his sanity amid a series of mysterious events."
s359,Movie,The Net,Thrillers,2021-08-01,PG-13,Irwin Winkler,"A computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name."
s360,Movie,The Original Kings of Comedy,Stand-Up Comedy,2021-08-01,R,Spike Lee,"Comedians Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac hit the stage in an iconic stand-up concert directed by Spike Lee."
s361,Movie,Valentine's Day,"Comedies, Romantic Movies",2021-08-01,PG-13,Garry Marshall,The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.
s366,Movie,Eyes of a Thief,"Dramas, Independent Movies, International Movies",2021-07-30,TV-14,Najwa Najjar,"After a decade in prison, a Palestinian man with a dark secret returns to the West Bank and searches for the daughter he lost long ago."
s375,Movie,Flower Girl,"Comedies, International Movies, Romantic Movies",2021-07-29,TV-PG,Michelle Bello,"When a young florist who's long dreamed of her wedding day gets dumped by her boyfriend, she sets out to win him back with help from a handsome actor."
s378,Movie,Bartkowiak,"Action & Adventure, International Movies",2021-07-28,TV-MA,Daniel Markowicz,"After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident."
s381,TV Show,The Flash,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",2021-07-28,TV-14,Glen Winter,A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.
s384,Movie,Department,"Action & Adventure, International Movies",2021-07-27,TV-MA,Ram Gopal Varma,"Two cops form a task force to take down two mobsters, but when a sinister politician enters the picture, dubious loyalties and motives come to light."
s390,Movie,The Operative,"Dramas, International Movies, Thrillers",2021-07-27,TV-MA,Yuval Adler,"Working as a Mossad spy assigned to Tehran, Rachel reaches her breaking point. Now it’s dangerously hard to tell whose side she’s on."
s393,Movie,Django Unchained,"Action & Adventure, Dramas",2021-07-24,R,Quentin Tarantino,"Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner."
s394,Movie,A Second Chance:  Rivals!,"Children & Family Movies, Sports Movies",2021-07-23,PG,Clay Glen,"Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team."
